,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
186,179,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-11,1169,0,11,179,Bobby Thomas,40,DEF,Fulham,Burnley,Burnley
187,180,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-4,896,0,4,180,Scott Twine,49,MID,Fulham,Burnley,Burnley
188,181,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,3036,27092,3668,632,181,Lawrence Vigouroux,39,GKP,Fulham,Burnley,Burnley
189,182,152,Brighton,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,6,13.8,1.4,2.0,1.7,1,0.00,0.01,0.01,2.72,44,-380,12861,289,669,182,Victor da Silva,44,DEF,Fulham,Burnley,Burnley
190,183,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-15,4401,0,15,183,Wout Weghorst,55,FWD,Fulham,Burnley,Burnley
191,184,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-69,3215,28,97,184,Anass Zaroury,47,MID,Fulham,Burnley,Burnley
192,475,152,Brighton,2,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,0,0,12,20.6,11.1,0.0,3.2,1,0.00,0.02,0.02,2.72,48,-69,11227,418,487,475,Sander Berge,47,MID,Fulham,Burnley,Burnley
193,594,152,Brighton,2,False,2023-12-09T15:00:00Z,1,1,16,81,0,0,0,1,0,0,0,0,0,0,0,6,11.4,13.3,17.0,4.2,1,0.09,0.04,0.13,1.61,53,-685,24686,2583,3268,594,Zeki Amdouni,53,FWD,Fulham,Burnley,Burnley
194,596,152,Brighton,7,False,2023-12-09T15:00:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,10,2,29,79.2,0.0,0.0,7.9,1,0.00,0.00,0.00,2.72,45,-1045,96376,2935,3980,596,James Trafford,45,GKP,Fulham,Burnley,Burnley
195,600,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,12,0,0,0,0,0,0,0,1,0,0,0,3,4.0,10.0,0.0,1.4,0,0.00,0.00,0.00,1.11,48,-20,2404,21,41,600,Nathan Redmond,48,MID,Fulham,Burnley,Burnley
196,605,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-6604,11934,294,6898,605,Luca Koleosho,49,MID,Fulham,Burnley,Burnley
197,608,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,117,2839,375,258,608,Jacob Bruun Larsen,49,MID,Fulham,Burnley,Burnley
198,622,152,Brighton,0,False,2023-12-09T15:00:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-28,3032,0,28,622,Owen Dodgson,40,DEF,Fulham,Burnley,Burnley
199,660,164,Everton,2,True,2023-12-16T17:30:00Z,0,2,17,86,0,0,0,2,0,0,0,0,0,0,0,16,12.2,23.5,11.0,4.7,1,0.03,0.09,0.12,1.07,50,276,1469,353,77,660,Wilson Odobert,50,MID,Fulham,Burnley,Burnley
200,674,164,Everton,1,True,2023-12-16T17:30:00Z,0,2,17,69,0,0,0,2,0,0,0,0,0,0,0,13,12.4,12.3,0.0,2.5,1,0.00,0.02,0.02,1.07,40,-61,4730,125,186,674,Hannes Delcroix,40,DEF,Fulham,Burnley,Burnley
201,675,164,Everton,0,True,2023-12-16T17:30:00Z,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-323,4100,96,419,675,Aaron Ramsey,50,MID,Fulham,Burnley,Burnley
202,126,154,Everton,2,False,2023-12-10T14:00:00Z,2,0,16,90,0,0,0,2,0,0,0,0,0,0,0,17,13.4,3.3,2.0,1.9,1,0.00,0.03,0.03,1.08,46,-1376,139238,2792,4168,126,Moisés Caicedo Corozo,46,MID,Wolves,Chelsea,Chelsea
203,145,154,Everton,3,False,2023-12-10T14:00:00Z,2,0,16,83,0,0,0,1,0,0,0,0,0,3,0,20,26.2,0.0,0.0,2.6,1,0.00,0.00,0.00,1.01,46,203931,867065,212529,8598,145,Robert Sánchez,47,GKP,Wolves,Chelsea,Chelsea
204,185,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6,726,0,6,185,Ethan Ampadu,40,DEF,Wolves,Chelsea,Chelsea
205,187,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-158,20078,0,158,187,Kepa Arrizabalaga,50,GKP,Wolves,Chelsea,Chelsea
206,188,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-4,1835,0,4,188,Pierre-Emerick Aubameyang,65,FWD,Wolves,Chelsea,Chelsea
207,189,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,126,0,1,189,César Azpilicueta,45,DEF,Wolves,Chelsea,Chelsea
208,190,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2,273,0,2,190,Abdul Rahman Baba,40,DEF,Wolves,Chelsea,Chelsea
209,191,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,90,0,0,0,2,0,0,0,0,0,0,0,15,19.2,1.1,6.0,2.6,1,0.01,0.01,0.02,1.08,44,641,7688,1253,612,191,Benoît Badiashile,44,DEF,Wolves,Chelsea,Chelsea
210,192,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6,2296,76,82,192,Marcus Bettinelli,40,GKP,Wolves,Chelsea,Chelsea
211,193,154,Everton,2,False,2023-12-10T14:00:00Z,2,0,16,66,0,0,0,1,0,0,0,0,0,0,0,0,0.0,11.8,8.0,1.8,1,0.10,0.01,0.11,0.92,49,150,20319,1734,1584,193,Armando Broja,49,FWD,Wolves,Chelsea,Chelsea
212,194,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-55,4851,7,62,194,Trevoh Chalobah,43,DEF,Wolves,Chelsea,Chelsea
213,195,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-6725,531009,106,6831,195,Ben Chilwell,54,DEF,Wolves,Chelsea,Chelsea
214,196,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-4682,126835,3383,8065,196,Carney Chukwuemeka,42,MID,Wolves,Chelsea,Chelsea
215,197,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,63,0,0,0,2,0,0,0,0,0,0,0,13,17.6,12.1,6.0,3.6,0,0.06,0.02,0.08,1.01,45,127385,610022,138754,11369,197,Levi Colwill,46,DEF,Wolves,Chelsea,Chelsea
216,198,154,Everton,2,False,2023-12-10T14:00:00Z,2,0,16,83,0,0,0,1,0,0,0,0,0,0,0,16,22.2,16.8,7.0,4.6,1,0.02,0.05,0.07,1.01,48,923,52667,2133,1210,198,Marc Cucurella Saseta,48,DEF,Wolves,Chelsea,Chelsea
217,199,154,Everton,2,False,2023-12-10T14:00:00Z,2,0,16,65,0,0,0,1,0,0,0,0,0,0,0,13,11.6,6.5,18.0,3.6,1,0.18,0.03,0.21,0.92,48,6584,308491,17914,11330,199,Enzo Fernández,48,MID,Wolves,Chelsea,Chelsea
218,200,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,331,0,0,200,David Datro Fofana,50,FWD,Wolves,Chelsea,Chelsea
219,201,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-11,2546,13,24,201,Wesley Fofana,44,DEF,Wolves,Chelsea,Chelsea
220,202,154,Everton,2,False,2023-12-10T14:00:00Z,2,0,16,90,0,0,0,2,0,0,0,0,0,0,0,21,24.0,34.3,6.0,6.4,1,0.01,0.21,0.22,1.08,54,-2770,49349,1434,4204,202,Conor Gallagher,54,MID,Wolves,Chelsea,Chelsea
221,203,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,41,-45828,465336,459,46287,203,Malo Gusto,41,DEF,Wolves,Chelsea,Chelsea
222,206,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,26,0,0,0,0,0,0,0,0,0,0,0,4,1.8,0.2,0.0,0.2,1,0.00,0.00,0.00,0.07,54,55130,507994,63183,8053,206,Reece James,54,DEF,Wolves,Chelsea,Chelsea
223,207,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,68,-81,28936,0,81,207,Romelu Lukaku Bolingoli,68,FWD,Wolves,Chelsea,Chelsea
224,208,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-236,7076,68,304,208,Noni Madueke,53,MID,Wolves,Chelsea,Chelsea
225,210,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,90,0,0,0,2,0,0,0,1,0,0,0,9,15.0,67.8,16.0,9.9,1,0.05,0.28,0.33,1.08,63,3640,95370,5763,2123,210,Mykhailo Mudryk,63,MID,Wolves,Chelsea,Chelsea
226,211,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,23,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.8,15.0,1.3,0,0.19,0.00,0.19,0.16,69,5103,654844,42026,36923,211,Nicolas Jackson,69,FWD,Wolves,Chelsea,Chelsea
227,212,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,73,-560,63652,1634,2194,212,Christopher Nkunku,73,FWD,Wolves,Chelsea,Chelsea
228,213,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1,388,0,1,213,Christian Pulisic,55,MID,Wolves,Chelsea,Chelsea
229,214,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-72,9536,83,155,214,Malang Sarr,43,DEF,Wolves,Chelsea,Chelsea
230,215,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-49,2958,0,49,215,Gabriel Słonina,40,GKP,Wolves,Chelsea,Chelsea
231,216,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,24,0,0,0,1,0,0,0,0,0,0,0,2,3.8,16.1,7.0,2.7,0,0.08,0.02,0.10,0.16,71,125622,1197634,193944,68322,216,Raheem Sterling,71,MID,Wolves,Chelsea,Chelsea
232,217,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,9240,377511,18310,9070,217,Thiago Emiliano da Silva,50,DEF,Wolves,Chelsea,Chelsea
233,218,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-26,7662,0,26,218,Hakim Ziyech,54,MID,Wolves,Chelsea,Chelsea
234,362,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,90,0,0,0,2,0,0,0,1,0,0,0,4,12.6,34.4,26.0,7.3,1,0.23,0.18,0.41,1.08,54,459482,1900163,484916,25434,362,Cole Palmer,56,MID,Wolves,Chelsea,Chelsea
235,589,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1,320,0,1,589,Ângelo Gabriel Borges Damaceno,50,MID,Wolves,Chelsea,Chelsea
236,609,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,6,0,0,0,1,0,0,0,0,0,0,0,3,2.4,1.0,0.0,0.3,0,0.00,0.00,0.00,0.08,51,-35,5318,102,137,609,Ian Maatsen,51,MID,Wolves,Chelsea,Chelsea
237,611,154,Everton,1,False,2023-12-10T14:00:00Z,2,0,16,90,0,0,0,2,0,0,0,0,0,0,0,15,19.4,3.3,4.0,2.7,1,0.00,0.07,0.07,1.08,49,-7422,408187,6487,13909,611,Axel Disasi,49,DEF,Wolves,Chelsea,Chelsea
238,613,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2470,26333,28,2498,613,Lesley Ugochukwu,44,MID,Wolves,Chelsea,Chelsea
239,623,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-79,7016,0,79,623,Mason Burstow,45,FWD,Wolves,Chelsea,Chelsea
240,659,154,Everton,0,False,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-14,2705,30,44,659,Lucas Bergström,40,GKP,Wolves,Chelsea,Chelsea
241,667,165,Sheffield Utd,0,True,2023-12-16T15:00:00Z,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1,563,15,16,667,Roméo Lavia,49,MID,Wolves,Chelsea,Chelsea
242,671,165,Sheffield Utd,0,True,2023-12-16T15:00:00Z,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-9,944,0,9,671,Bashir Humphreys,40,DEF,Wolves,Chelsea,Chelsea
243,7,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-374,13055,42,416,7,Rob Holding,43,DEF,Crystal Palace,Brighton,Crystal Palace
244,219,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,6,0,0,0,1,0,0,0,1,0,0,0,-1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.07,43,-5912,105075,2209,8121,219,Naouirou Ahamada,43,MID,Crystal Palace,Brighton,Crystal Palace
245,220,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,1,0,0,0,2,17.4,0.2,19.0,3.7,1,0.21,0.00,0.21,1.25,51,-189778,2224683,22456,212234,220,Joachim Andersen,50,DEF,Crystal Palace,Brighton,Crystal Palace
246,221,153,Liverpool,-1,True,2023-12-09T12:30:00Z,1,2,16,74,0,0,0,2,0,0,0,0,1,0,0,3,2.0,17.3,8.0,2.7,1,0.00,0.06,0.06,1.46,54,-6705,45911,1597,8302,221,Jordan Ayew,54,MID,Crystal Palace,Brighton,Crystal Palace
247,222,153,Liverpool,1,True,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,7,4.6,0.9,2.0,0.8,1,0.00,0.01,0.01,1.25,44,-111,11101,142,253,222,Nathaniel Clyne,44,DEF,Crystal Palace,Brighton,Crystal Palace
248,223,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-417,6440,24,441,223,Cheick Doucouré,49,MID,Crystal Palace,Brighton,Crystal Palace
249,224,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-59,3065,41,100,224,Malcolm Ebiowei,45,MID,Crystal Palace,Brighton,Crystal Palace
250,225,153,Liverpool,1,True,2023-12-09T12:30:00Z,1,2,16,45,0,0,0,0,0,0,0,0,0,0,0,4,12.0,4.3,0.0,1.6,1,0.00,0.00,0.00,0.29,55,-36008,442733,19977,55985,225,Odsonne Edouard,55,FWD,Crystal Palace,Brighton,Crystal Palace
251,226,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-35570,311937,156,35726,226,Eberechi Eze,60,MID,Crystal Palace,Brighton,Crystal Palace
252,227,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-582,22365,0,582,227,Vicente Guaita,44,GKP,Crystal Palace,Brighton,Crystal Palace
253,228,153,Liverpool,1,True,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,8,11.2,0.3,4.0,1.6,1,0.00,0.00,0.00,1.25,46,-61861,487468,3606,65467,228,Marc Guéhi,45,DEF,Crystal Palace,Brighton,Crystal Palace
254,229,153,Liverpool,2,True,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,0,0,0,0,13,23.0,43.4,0.0,6.6,1,0.00,0.14,0.14,1.25,49,-48,1392,55,103,229,Will Hughes,49,MID,Crystal Palace,Brighton,Crystal Palace
255,230,153,Liverpool,2,True,2023-12-09T12:30:00Z,1,2,16,86,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,1.18,47,-69087,580062,7488,76575,230,Sam Johnstone,46,GKP,Crystal Palace,Brighton,Crystal Palace
256,231,153,Liverpool,2,True,2023-12-09T12:30:00Z,1,2,16,67,0,0,1,0,0,0,0,1,0,0,0,2,1.0,7.7,29.0,3.8,1,0.53,0.02,0.55,0.60,47,-648,14111,359,1007,231,Jefferson Lerma Solís,47,MID,Crystal Palace,Brighton,Crystal Palace
257,232,153,Liverpool,7,True,2023-12-09T12:30:00Z,1,2,16,45,1,0,0,2,0,0,0,0,0,0,2,26,33.2,11.0,24.0,6.8,0,0.93,0.01,0.94,0.96,49,-2435,45231,528,2963,232,Jean-Philippe Mateta,49,FWD,Crystal Palace,Brighton,Crystal Palace
258,233,153,Liverpool,1,True,2023-12-09T12:30:00Z,1,2,16,3,0,0,0,1,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.07,39,91,12222,287,196,233,Remi Matthews,39,GKP,Crystal Palace,Brighton,Crystal Palace
259,234,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-208088,568469,3601,211689,234,Tyrick Mitchell,47,DEF,Crystal Palace,Brighton,Crystal Palace
260,235,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-52,5079,0,52,235,Jake O'Brien,40,DEF,Crystal Palace,Brighton,Crystal Palace
261,236,153,Liverpool,1,True,2023-12-09T12:30:00Z,1,2,16,22,0,0,0,2,0,0,0,0,0,0,0,7,7.4,29.6,4.0,4.1,0,0.00,0.32,0.32,0.65,58,-6105,33025,3603,9708,236,Michael Olise,58,MID,Crystal Palace,Brighton,Crystal Palace
262,237,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-13,1112,0,13,237,Luke Plange,45,FWD,Crystal Palace,Brighton,Crystal Palace
263,238,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,1,0,0,0,11,21.8,0.6,2.0,2.4,1,0.00,0.03,0.03,1.25,39,440,63028,2168,1728,238,Chris Richards,39,DEF,Crystal Palace,Brighton,Crystal Palace
264,239,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-226,7124,70,296,239,Jairo Riedewald,44,MID,Crystal Palace,Brighton,Crystal Palace
265,240,153,Liverpool,2,True,2023-12-09T12:30:00Z,1,2,16,83,0,0,0,1,0,0,0,0,0,0,0,7,13.6,1.3,11.0,2.6,1,0.07,0.14,0.21,1.18,49,-772,12843,298,1070,240,Jeffrey Schlupp,49,MID,Crystal Palace,Brighton,Crystal Palace
266,241,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-299,47710,290,589,241,James Tomkins,40,DEF,Crystal Palace,Brighton,Crystal Palace
267,242,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,90,0,0,0,2,0,0,0,1,0,0,0,10,13.2,0.8,0.0,1.4,1,0.00,0.01,0.01,1.25,45,-1725,34079,848,2573,242,Joel Ward,45,DEF,Crystal Palace,Brighton,Crystal Palace
268,243,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1042,105402,100,1142,243,Joe Whitworth,40,GKP,Crystal Palace,Brighton,Crystal Palace
269,385,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-590,22371,57,647,385,Dean Henderson,44,GKP,Crystal Palace,Brighton,Crystal Palace
270,615,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-17,621,20,37,615,Matheus França de Oliveira,49,MID,Crystal Palace,Brighton,Crystal Palace
271,657,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-164,2135,21,185,657,Jesurun Rak-Sakyi,45,MID,Crystal Palace,Brighton,Crystal Palace
272,658,153,Liverpool,0,True,2023-12-09T12:30:00Z,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-56,4584,0,56,658,John-Kymani Gordon,45,FWD,Crystal Palace,Brighton,Crystal Palace
273,244,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-229,11781,21,250,244,André Tavares Gomes,44,MID,Spurs,Everton,Everton
274,245,154,Chelsea,5,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,1,0,0,0,22,15.0,0.0,0.0,1.5,1,0.00,0.00,0.00,0.93,41,34204,303598,38217,4013,245,Jarrad Branthwaite,41,DEF,Spurs,Everton,Everton
275,246,154,Chelsea,5,True,2023-12-10T14:00:00Z,2,0,16,66,0,1,1,0,0,0,0,0,0,0,0,10,4.4,2.9,19.0,2.6,1,0.62,0.01,0.63,0.58,58,-3210,111235,7303,10513,246,Dominic Calvert-Lewin,58,FWD,Spurs,Everton,Everton
276,247,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,81,3100,205,124,247,Seamus Coleman,44,DEF,Spurs,Everton,Everton
277,248,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-23,1708,13,36,248,Dele Alli,48,MID,Spurs,Everton,Everton
278,249,154,Chelsea,10,True,2023-12-10T14:00:00Z,2,0,16,90,1,0,1,0,0,0,0,0,0,0,2,25,37.2,4.4,27.0,6.9,1,0.20,0.01,0.21,0.93,55,14937,101460,20804,5867,249,Abdoulaye Doucouré,56,MID,Spurs,Everton,Everton
279,250,154,Chelsea,3,True,2023-12-10T14:00:00Z,2,0,16,90,0,0,1,0,0,0,0,0,0,0,0,10,11.0,1.3,0.0,1.2,1,0.00,0.03,0.03,0.93,49,-1741,12740,157,1898,250,James Garner,49,MID,Spurs,Everton,Everton
280,251,154,Chelsea,0,True,2023-12-10T14:00:00Z,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-10,1345,0,10,251,Jean-Philippe Gbamin,44,MID,Spurs,Everton,Everton
